Name,Email,Location,Job Title,Job Type,Education,Employment Type,Practice Size,Area Type,Sponsorship,English Proficiency,Compensation
Jennifer Hunter,joneschristopher@example.com,"New York, NY",Periodontist,Private Practice,DMD with Specialization,Contract,Small,Rural,Yes,1,146697.04
Dalton Norton,jeremy54@example.org,"Los Angeles, CA",Periodontist,DSO,DMD,Part-time,Small,Urban,No,5,145636.3
Andrew Wu,nancysmith@example.org,"Phoenix, AZ",Endodontist,DSO,DMD,Part-time,Small,Urban,Yes,1,136436.78
Alec Willis,david16@example.org,"New York, NY",Orthodontist,Private Practice,DMD,Full-time,Medium,Urban,Yes,4,96648.28
Erica Dennis MD,jacobskathryn@example.org,"New York, NY",General Dentist,Private Practice,DDS with Specialization,Contract,Large,Urban,No,1,101504.43
Sarah Knight,taylordiana@example.net,"New York, NY",Orthodontist,Private Practice,DDS,Full-time,Small,Rural,Yes,2,129006.29
Shawn Stanley,smithmary@example.com,"Houston, TX",Periodontist,DSO,DMD with Specialization,Part-time,Medium,Urban,Yes,3,147923.31
Richard Floyd,wbaxter@example.net,"Chicago, IL",Pedodontist,Private Practice,DDS with Specialization,Full-time,Large,Urban,No,3,135049.93
Ann Cortez,victoriacrawford@example.com,"Chicago, IL",Pedodontist,DSO,DMD with Specialization,Part-time,Medium,Rural,Yes,5,88800.05
Nathan Armstrong,harrispatricia@example.org,"Phoenix, AZ",Orthodontist,DSO,DDS,Temporary,Small,Rural,No,3,141395.55
Kristina Thompson,michele10@example.net,"New York, NY",General Dentist,Private Practice,DMD,Contract,Medium,Urban,No,3,81483.53
Matthew Merritt,jennifer96@example.net,"Phoenix, AZ",Periodontist,Private Practice,DDS,Temporary,Large,Urban,No,4,116926.65
Melissa Edwards,carloslopez@example.com,"Chicago, IL",General Dentist,DSO,DDS with Specialization,Contract,Large,Urban,No,1,110770.69
Ellen Brown,frybrittany@example.org,"Los Angeles, CA",Pedodontist,DSO,DMD with Specialization,Contract,Small,Rural,Yes,2,124473.31
Alexander Crosby,hugheskaren@example.org,"New York, NY",Pedodontist,Private Practice,DDS with Specialization,Contract,Large,Urban,No,3,82511.61
Billy Lane,christina93@example.com,"Chicago, IL",Periodontist,DSO,DMD with Specialization,Part-time,Medium,Rural,Yes,1,91937.73
Connie Walker,katie37@example.com,"Houston, TX",Endodontist,DSO,DDS with Specialization,Full-time,Large,Rural,No,2,101399.37
Christopher Murphy,dgomez@example.net,"Los Angeles, CA",Periodontist,Private Practice,DMD,Full-time,Large,Rural,No,4,105122.7
Denise Davis,boothashley@example.org,"New York, NY",Pedodontist,Private Practice,DMD with Specialization,Full-time,Large,Urban,Yes,4,132460.53
Susan Villa,timothysnow@example.org,"Phoenix, AZ",Orthodontist,Private Practice,DDS,Full-time,Medium,Rural,No,1,139019.95
Claudia Gregory,dbaldwin@example.com,"Chicago, IL",General Dentist,DSO,DMD,Contract,Large,Rural,Yes,4,110633.3
Reginald Davis,juliesullivan@example.com,"New York, NY",General Dentist,Private Practice,DMD with Specialization,Contract,Medium,Rural,Yes,1,87024.3
Nicole Gray,rachelsmall@example.com,"Phoenix, AZ",Pedodontist,DSO,DMD,Contract,Medium,Rural,No,4,122835.9
Susan Stark,vstewart@example.com,"Houston, TX",Pedodontist,DSO,DMD with Specialization,Contract,Small,Rural,No,3,136431.11
Eric Jones,jennifer79@example.com,"New York, NY",Endodontist,Private Practice,DMD,Temporary,Large,Rural,No,2,104511.58
Emily Luna,ryanortiz@example.org,"Los Angeles, CA",Orthodontist,DSO,DDS with Specialization,Contract,Small,Rural,Yes,5,89249.53
Carla Davis,roberta21@example.org,"Houston, TX",General Dentist,DSO,DMD with Specialization,Contract,Large,Urban,Yes,1,90077.94
Connie Walsh,xsmith@example.net,"New York, NY",Orthodontist,DSO,DMD with Specialization,Part-time,Medium,Rural,Yes,4,129555.93
Kyle Smith,mark45@example.org,"Phoenix, AZ",Endodontist,Private Practice,DDS,Contract,Medium,Rural,No,5,142712.45
Ricardo Reynolds,sheasteven@example.com,"Chicago, IL",Orthodontist,DSO,DMD with Specialization,Contract,Large,Urban,No,2,141685.15
Dan Richardson,ruizjeffrey@example.org,"Houston, TX",Periodontist,DSO,DDS with Specialization,Full-time,Small,Rural,No,4,123248.06
Amanda Brown,charlesjohnson@example.org,"Los Angeles, CA",Endodontist,Private Practice,DMD,Temporary,Medium,Urban,Yes,5,128261.06
Karina Gonzales,pwalton@example.com,"New York, NY",Pedodontist,DSO,DDS with Specialization,Full-time,Medium,Rural,Yes,3,109500.15
Erin Smith,amanda12@example.net,"New York, NY",Pedodontist,DSO,DDS with Specialization,Contract,Small,Urban,Yes,3,118294.45
Alison Collier,clarkelizabeth@example.net,"Los Angeles, CA",General Dentist,DSO,DDS,Full-time,Large,Urban,No,3,107234.89
William Davis,shannonbryan@example.org,"Chicago, IL",Periodontist,Private Practice,DMD with Specialization,Contract,Large,Rural,No,1,119740.82
Sandra Costa,jessicaheath@example.com,"New York, NY",Pedodontist,DSO,DDS,Full-time,Large,Urban,Yes,3,143133.49
George Ware,cynthiarobinson@example.org,"Phoenix, AZ",Pedodontist,DSO,DDS,Temporary,Small,Urban,Yes,2,121763.67
Kelsey Washington,brandon39@example.com,"Chicago, IL",Periodontist,DSO,DDS,Contract,Medium,Urban,No,5,103959.69
Gabriel Martinez,kathrynjones@example.com,"Houston, TX",Orthodontist,Private Practice,DMD,Part-time,Small,Urban,Yes,4,92500.19
Matthew Bray,andrew09@example.com,"Phoenix, AZ",Endodontist,Private Practice,DMD with Specialization,Contract,Large,Rural,Yes,1,126496.03
Walter Bentley,jose75@example.com,"Houston, TX",General Dentist,DSO,DDS,Temporary,Small,Rural,No,3,148804.75
Daniel Robinson,orrmary@example.com,"Los Angeles, CA",Orthodontist,Private Practice,DMD with Specialization,Temporary,Small,Urban,Yes,4,90030.17
Amy Hughes,gonzalezcharles@example.net,"Chicago, IL",General Dentist,Private Practice,DDS with Specialization,Full-time,Small,Rural,Yes,4,131498.62
Kristina Trevino DVM,whitneyvazquez@example.com,"Los Angeles, CA",General Dentist,Private Practice,DDS,Part-time,Large,Rural,Yes,2,113696.0
Marcus Lopez,gary77@example.com,"Phoenix, AZ",Endodontist,DSO,DMD with Specialization,Contract,Small,Urban,Yes,4,146890.54
Frank Collier,sharpcraig@example.net,"Los Angeles, CA",Periodontist,DSO,DMD,Temporary,Small,Urban,Yes,3,107315.5
Stephen Martinez,vwalker@example.org,"Phoenix, AZ",Pedodontist,DSO,DDS with Specialization,Part-time,Large,Urban,No,4,98040.31
Karina Thompson,dbruce@example.net,"Phoenix, AZ",Pedodontist,DSO,DMD with Specialization,Part-time,Small,Rural,No,2,102531.0
Kimberly Jackson,brian95@example.org,"Phoenix, AZ",Pedodontist,Private Practice,DDS,Full-time,Medium,Urban,Yes,4,90880.11
Chris Brown,brian90@example.net,"New York, NY",Orthodontist,DSO,DMD,Contract,Medium,Urban,Yes,5,143623.63
Marie Gonzalez,henry55@example.net,"New York, NY",General Dentist,Private Practice,DDS,Temporary,Medium,Rural,No,1,105796.61
Peggy Johnson,andrejohnson@example.org,"Houston, TX",Endodontist,DSO,DMD with Specialization,Part-time,Small,Urban,No,2,88894.61
Ryan Acosta,jenniferhall@example.org,"Houston, TX",Orthodontist,DSO,DMD,Temporary,Small,Rural,Yes,3,134455.24
David Booth,oanderson@example.net,"Phoenix, AZ",Endodontist,DSO,DDS with Specialization,Temporary,Large,Urban,Yes,2,91924.16
Isaac Yang,joseph26@example.net,"Phoenix, AZ",General Dentist,DSO,DDS with Specialization,Contract,Medium,Rural,Yes,4,87826.0
John Williams,srussell@example.com,"Chicago, IL",General Dentist,Private Practice,DDS,Full-time,Medium,Urban,Yes,1,145623.02
Ronnie Marshall,amanda61@example.org,"Phoenix, AZ",General Dentist,DSO,DMD with Specialization,Full-time,Medium,Rural,No,1,90696.66
Sara Perkins DVM,jason95@example.com,"Houston, TX",Periodontist,Private Practice,DDS,Temporary,Medium,Rural,Yes,5,132761.18
Brenda Sanchez,stephanievaldez@example.com,"Los Angeles, CA",Orthodontist,DSO,DDS,Part-time,Large,Rural,No,3,92661.34
Olivia Stevens,daniel48@example.net,"Los Angeles, CA",General Dentist,DSO,DDS,Contract,Small,Rural,No,3,139131.48
Stephanie Cox,josephjohnson@example.net,"New York, NY",General Dentist,Private Practice,DDS,Part-time,Large,Urban,Yes,4,81125.77
Samuel Weaver,graygina@example.com,"Los Angeles, CA",Pedodontist,DSO,DDS,Contract,Medium,Rural,Yes,5,110148.54
Stacy Price,ehughes@example.org,"Phoenix, AZ",General Dentist,Private Practice,DDS with Specialization,Temporary,Medium,Rural,Yes,1,137880.17
Brian Price,danielcaldwell@example.org,"Houston, TX",Pedodontist,DSO,DMD,Contract,Small,Urban,Yes,5,94001.82
Sandra Diaz,ryangates@example.com,"Houston, TX",Periodontist,Private Practice,DDS,Full-time,Medium,Rural,Yes,2,149711.82
Samantha Morris,qyoung@example.com,"Phoenix, AZ",Periodontist,Private Practice,DMD with Specialization,Contract,Small,Urban,No,1,135485.76
Daniel Anderson,nicholas85@example.com,"Phoenix, AZ",General Dentist,DSO,DDS with Specialization,Temporary,Small,Rural,No,5,92774.55
Tina Phillips MD,dorisstone@example.org,"Phoenix, AZ",General Dentist,Private Practice,DDS,Temporary,Small,Urban,Yes,2,97519.64
Maria Morris,davenportjeffrey@example.com,"Chicago, IL",General Dentist,DSO,DMD with Specialization,Full-time,Medium,Urban,No,4,92663.37
Danny Stout,tsantos@example.com,"Houston, TX",Pedodontist,DSO,DMD with Specialization,Full-time,Large,Rural,No,4,138458.67
Scott Wilkins,ibrandt@example.org,"Chicago, IL",Pedodontist,DSO,DMD with Specialization,Full-time,Small,Rural,Yes,2,137637.84
Leslie Johnson,ronald11@example.com,"Phoenix, AZ",Periodontist,DSO,DDS,Full-time,Medium,Urban,Yes,4,126964.76
Rachel Mccall,kevin50@example.org,"Houston, TX",Periodontist,DSO,DMD with Specialization,Full-time,Small,Rural,No,4,116393.52
Paul Fisher,jasonwilliams@example.org,"Chicago, IL",Endodontist,DSO,DDS,Full-time,Small,Urban,No,3,106802.51
Benjamin Cole,emorris@example.org,"Phoenix, AZ",Pedodontist,DSO,DDS,Contract,Large,Urban,No,2,138605.03
Stacy Williamson,johnsonjacob@example.org,"Houston, TX",Periodontist,Private Practice,DMD with Specialization,Part-time,Medium,Urban,Yes,3,108515.01
Cathy Barry,ericjohnson@example.org,"Phoenix, AZ",Pedodontist,DSO,DDS,Part-time,Medium,Urban,No,5,128748.5
Heather Cannon,anthony03@example.com,"Chicago, IL",Pedodontist,Private Practice,DDS with Specialization,Full-time,Medium,Rural,Yes,4,103004.09
Daniel Perez,lsanford@example.org,"New York, NY",Periodontist,Private Practice,DDS with Specialization,Contract,Medium,Urban,No,3,101774.16
Nathan Foley,denise09@example.net,"Los Angeles, CA",Periodontist,Private Practice,DDS,Full-time,Large,Rural,No,2,89743.21
Gerald Logan,ztran@example.org,"Phoenix, AZ",Pedodontist,DSO,DMD with Specialization,Part-time,Large,Rural,Yes,2,83218.49
Shaun Kaiser,johnsangela@example.net,"Houston, TX",General Dentist,Private Practice,DMD with Specialization,Temporary,Small,Urban,Yes,5,137645.11
Rhonda Moore,thomaspaul@example.org,"Phoenix, AZ",Orthodontist,DSO,DMD with Specialization,Part-time,Large,Urban,Yes,3,112455.45
Tom Moore,kenneth20@example.net,"Phoenix, AZ",Pedodontist,Private Practice,DDS with Specialization,Full-time,Medium,Urban,No,1,131102.74
Melissa Campbell,grayronald@example.org,"Chicago, IL",Pedodontist,Private Practice,DDS with Specialization,Full-time,Medium,Rural,Yes,1,117699.46
Scott Rosales,laurie42@example.org,"Los Angeles, CA",General Dentist,DSO,DMD,Full-time,Small,Rural,Yes,2,130146.64
Erica Rodriguez,troy26@example.com,"Chicago, IL",Orthodontist,DSO,DMD,Full-time,Large,Rural,Yes,5,117739.9
Nicholas Mason,martindeborah@example.org,"Los Angeles, CA",General Dentist,DSO,DMD with Specialization,Temporary,Small,Rural,No,5,90839.55
Logan Leon,robert65@example.com,"Los Angeles, CA",General Dentist,DSO,DMD with Specialization,Full-time,Small,Urban,No,3,90842.6
Karen Watson,trevor87@example.net,"New York, NY",Endodontist,DSO,DMD with Specialization,Full-time,Large,Rural,No,2,129168.49
Stephanie Gibbs,briangraham@example.com,"Chicago, IL",Orthodontist,DSO,DMD with Specialization,Part-time,Large,Rural,Yes,4,85580.34
Christopher Ramirez,thompsonjoseph@example.com,"New York, NY",Endodontist,DSO,DDS with Specialization,Contract,Small,Urban,No,5,129956.38
Jamie Campos,briana59@example.com,"New York, NY",Endodontist,DSO,DMD,Full-time,Large,Urban,No,2,80522.61
William Perez,clarkaaron@example.net,"Houston, TX",Periodontist,DSO,DDS,Temporary,Large,Urban,No,2,116258.71
Rodney Barr,carlos73@example.com,"Houston, TX",Pedodontist,DSO,DMD,Full-time,Small,Urban,No,5,136684.34
Angela Davis,rachelkelly@example.org,"New York, NY",General Dentist,Private Practice,DMD,Part-time,Medium,Rural,No,5,113524.17
Kelly Weber,mjackson@example.org,"Phoenix, AZ",General Dentist,Private Practice,DMD with Specialization,Part-time,Small,Urban,Yes,2,93161.36
Kathleen Dunn,twright@example.com,"New York, NY",Orthodontist,Private Practice,DDS with Specialization,Part-time,Medium,Urban,Yes,3,125216.46
Erica Carter,walkerconnie@example.com,"New York, NY",Pedodontist,DSO,DMD,Part-time,Small,Rural,Yes,5,134111.11
Sandra Phelps,nicholassmith@example.org,"Phoenix, AZ",Endodontist,Private Practice,DDS with Specialization,Temporary,Large,Urban,No,1,93143.96
Paul Taylor,kristinegarcia@example.net,"Houston, TX",Orthodontist,DSO,DMD with Specialization,Part-time,Medium,Urban,No,3,83466.81
Brian Campos,gomeztimothy@example.org,"Chicago, IL",General Dentist,DSO,DDS,Contract,Small,Rural,No,1,100259.21
John Hayes,amanda96@example.com,"Los Angeles, CA",Orthodontist,DSO,DMD with Specialization,Part-time,Medium,Urban,Yes,2,138392.62
Scott Joseph,susan72@example.com,"Chicago, IL",Pedodontist,DSO,DDS,Temporary,Medium,Rural,No,1,123829.49
Karina May,swansonrichard@example.net,"New York, NY",General Dentist,DSO,DDS,Part-time,Medium,Urban,No,3,142124.93
Stephanie Hughes MD,jacob99@example.net,"Chicago, IL",General Dentist,Private Practice,DMD,Temporary,Medium,Urban,No,5,144029.31
Deborah Powell,mendezcheryl@example.net,"Chicago, IL",Orthodontist,DSO,DMD with Specialization,Contract,Large,Urban,No,2,123011.69
Kenneth Alvarado,nwilliams@example.com,"Houston, TX",General Dentist,Private Practice,DDS,Full-time,Small,Urban,Yes,2,96697.07
Richard Grimes,carrolljason@example.com,"Phoenix, AZ",Endodontist,DSO,DMD,Contract,Large,Rural,No,3,137081.98
April Martin,dudleyanthony@example.org,"Los Angeles, CA",Orthodontist,DSO,DMD,Part-time,Medium,Rural,No,5,144816.46
Christina Davis,brownsarah@example.net,"Phoenix, AZ",Endodontist,Private Practice,DMD with Specialization,Contract,Large,Rural,No,3,135495.11
Dr. Lindsay Bryant MD,patricia07@example.com,"Chicago, IL",Endodontist,DSO,DDS with Specialization,Full-time,Large,Urban,No,3,147294.94
Leah Brown,neilnelson@example.com,"Chicago, IL",Periodontist,DSO,DDS,Temporary,Large,Urban,No,2,118102.15
Ray Collins,ahughes@example.net,"Phoenix, AZ",Orthodontist,Private Practice,DDS with Specialization,Temporary,Small,Urban,Yes,1,117959.48
Lisa Reese,karastanley@example.com,"Chicago, IL",General Dentist,Private Practice,DMD with Specialization,Contract,Large,Rural,No,3,114984.56
Spencer Evans,garymarshall@example.net,"Chicago, IL",Orthodontist,Private Practice,DMD,Part-time,Large,Rural,Yes,1,97438.71
Samuel Parker,michaelcook@example.com,"Houston, TX",Pedodontist,DSO,DMD with Specialization,Part-time,Large,Rural,No,5,111380.79
Jonathan Sherman,masonjessica@example.net,"New York, NY",Periodontist,DSO,DDS,Contract,Small,Urban,No,4,124091.02
Amanda Davis,joshua31@example.net,"Los Angeles, CA",Pedodontist,DSO,DDS with Specialization,Full-time,Small,Urban,Yes,4,146323.02
Matthew Schmitt,zshaw@example.com,"Houston, TX",Endodontist,DSO,DMD with Specialization,Contract,Medium,Rural,No,2,123514.71
Bonnie Garcia,taylorsuzanne@example.net,"Phoenix, AZ",Orthodontist,Private Practice,DDS with Specialization,Contract,Small,Rural,Yes,5,105912.22
Danielle Martin,andreakim@example.com,"Houston, TX",Pedodontist,DSO,DMD with Specialization,Contract,Medium,Rural,Yes,3,94559.29
Cody Ford,tinawilliams@example.org,"Phoenix, AZ",Periodontist,Private Practice,DMD with Specialization,Part-time,Large,Urban,Yes,5,91053.22
Johnny Massey,robinsondeborah@example.org,"Chicago, IL",Pedodontist,DSO,DDS with Specialization,Part-time,Small,Urban,Yes,1,139207.37
Mary Nunez,scottrita@example.org,"Phoenix, AZ",Endodontist,DSO,DDS with Specialization,Temporary,Small,Rural,No,4,136571.51
Joel Stephens,hernandezkevin@example.net,"Phoenix, AZ",Pedodontist,Private Practice,DMD with Specialization,Temporary,Medium,Urban,No,3,102926.47
Heather Edwards,longheidi@example.com,"Houston, TX",Endodontist,Private Practice,DMD,Full-time,Medium,Rural,No,5,92621.44
Nathan Villa,thomasveronica@example.org,"Los Angeles, CA",Orthodontist,Private Practice,DMD,Full-time,Small,Urban,Yes,4,124658.6
Kevin Yates,brittany29@example.com,"Phoenix, AZ",Endodontist,DSO,DMD with Specialization,Contract,Medium,Rural,Yes,3,81014.42
George Garcia,pamelahartman@example.com,"Phoenix, AZ",General Dentist,Private Practice,DMD,Full-time,Medium,Urban,No,3,123337.7
Joseph Kelley,mayshane@example.org,"Los Angeles, CA",Periodontist,Private Practice,DMD,Full-time,Small,Urban,Yes,3,110627.9
Wesley Howard,edwardskylie@example.com,"Chicago, IL",Pedodontist,Private Practice,DMD,Contract,Large,Urban,Yes,3,89517.59
Katie Thompson,ugonzalez@example.org,"New York, NY",Pedodontist,DSO,DMD,Part-time,Small,Rural,No,1,138642.86
Mary Duncan,bnicholson@example.org,"Phoenix, AZ",Periodontist,DSO,DDS,Part-time,Large,Urban,Yes,1,103152.54
Justin Bishop,emartinez@example.org,"New York, NY",Endodontist,DSO,DMD,Contract,Small,Urban,Yes,1,129443.22
Autumn Patterson,snydertimothy@example.com,"Phoenix, AZ",Endodontist,Private Practice,DDS with Specialization,Contract,Small,Urban,Yes,1,103469.03
Chelsea Bates,victoriafoster@example.com,"New York, NY",Pedodontist,DSO,DMD,Full-time,Medium,Rural,No,4,149752.06
Marcus Blevins,brendawebb@example.org,"Phoenix, AZ",General Dentist,Private Practice,DMD,Full-time,Small,Rural,Yes,4,92349.26
Monica Brown,christopher12@example.org,"Los Angeles, CA",Pedodontist,DSO,DDS with Specialization,Part-time,Medium,Rural,No,2,122651.09
Suzanne Jackson,jamessmith@example.com,"Houston, TX",General Dentist,Private Practice,DDS with Specialization,Part-time,Small,Rural,Yes,3,129961.54
Anita Gordon,kyleali@example.net,"New York, NY",Periodontist,DSO,DDS with Specialization,Part-time,Small,Rural,Yes,4,104148.31
Bryan Acosta,romerojoanna@example.com,"Phoenix, AZ",Pedodontist,DSO,DMD,Full-time,Medium,Urban,No,1,98922.41
Paul Davidson,jaredschroeder@example.org,"Phoenix, AZ",Orthodontist,Private Practice,DMD with Specialization,Part-time,Small,Urban,Yes,5,118268.37
Christina Hernandez,john41@example.net,"Phoenix, AZ",Periodontist,Private Practice,DDS with Specialization,Contract,Medium,Urban,Yes,4,94284.79
Joseph Huffman,butlerdouglas@example.net,"Los Angeles, CA",Orthodontist,Private Practice,DMD with Specialization,Full-time,Small,Urban,No,5,109786.77
Harry Kramer,jacob60@example.net,"Houston, TX",Pedodontist,Private Practice,DDS,Part-time,Large,Urban,Yes,1,136990.64
Erica Schneider,sosaanthony@example.net,"Phoenix, AZ",Orthodontist,DSO,DMD,Part-time,Large,Rural,No,5,84109.66
Kevin Ross,christinahoward@example.org,"Houston, TX",Periodontist,DSO,DMD,Contract,Small,Urban,Yes,5,102981.16
Robert Fox,phillipslisa@example.org,"Chicago, IL",Endodontist,DSO,DMD,Part-time,Small,Urban,No,2,133591.48
Donna Mercado,wbridges@example.net,"New York, NY",General Dentist,DSO,DDS with Specialization,Contract,Small,Urban,No,4,144025.52
John Chaney,walkermary@example.org,"New York, NY",Periodontist,Private Practice,DDS,Full-time,Medium,Rural,No,2,100207.46
Julie Martin,gmcdaniel@example.com,"Chicago, IL",Orthodontist,Private Practice,DMD,Full-time,Medium,Urban,Yes,5,102560.87
Renee Huffman,dboyd@example.com,"Los Angeles, CA",Pedodontist,Private Practice,DDS with Specialization,Temporary,Small,Rural,Yes,1,124845.79
David Clark,robert74@example.net,"Chicago, IL",Periodontist,Private Practice,DDS,Temporary,Small,Rural,No,1,111283.09
Elizabeth Coleman,janet42@example.net,"Phoenix, AZ",Orthodontist,Private Practice,DMD with Specialization,Full-time,Small,Urban,No,5,83987.59
Michael Wright,russellphilip@example.com,"Chicago, IL",Orthodontist,DSO,DMD with Specialization,Full-time,Medium,Urban,No,4,113584.82
Jeffrey Jackson,bonniebruce@example.org,"New York, NY",Orthodontist,Private Practice,DMD with Specialization,Full-time,Small,Rural,Yes,1,113536.89
Deborah Barnes,clementsamanda@example.com,"New York, NY",Orthodontist,DSO,DDS with Specialization,Temporary,Small,Rural,No,3,88927.79
Devon Roberts II,maria35@example.org,"New York, NY",Orthodontist,DSO,DDS,Contract,Small,Rural,No,2,99018.28
Annette Dunn,christophercohen@example.com,"Los Angeles, CA",Orthodontist,DSO,DDS with Specialization,Full-time,Small,Urban,No,2,135046.22
Robert Mullins,heatherbrown@example.net,"Chicago, IL",Pedodontist,DSO,DMD,Temporary,Large,Urban,Yes,1,129314.79
James Adkins,linda55@example.org,"New York, NY",Periodontist,Private Practice,DDS,Full-time,Medium,Urban,Yes,1,96947.77
Michael Jones,ryan75@example.net,"Houston, TX",Pedodontist,DSO,DDS,Part-time,Small,Rural,No,5,127253.21
James Hernandez,micheleboone@example.net,"Los Angeles, CA",Pedodontist,DSO,DDS with Specialization,Full-time,Medium,Rural,Yes,2,84670.03
Kelly Combs,christopher12@example.net,"Phoenix, AZ",Orthodontist,DSO,DDS with Specialization,Contract,Medium,Urban,Yes,1,145596.25
Ana Evans,joneskimberly@example.com,"Chicago, IL",General Dentist,DSO,DDS with Specialization,Contract,Medium,Urban,Yes,1,126118.95
Jody Bush,vhernandez@example.com,"Phoenix, AZ",Orthodontist,Private Practice,DMD,Full-time,Medium,Rural,No,1,96185.45
John Smith,gerald78@example.com,"Chicago, IL",Pedodontist,DSO,DMD with Specialization,Full-time,Large,Urban,Yes,2,92838.65
Carl Stanley,juliefuller@example.org,"Chicago, IL",Orthodontist,Private Practice,DMD with Specialization,Temporary,Medium,Rural,No,3,143256.3
Michelle Thomas,ojackson@example.org,"Houston, TX",Pedodontist,Private Practice,DDS with Specialization,Temporary,Medium,Rural,No,1,118986.15
James Wheeler,ashleepittman@example.com,"Phoenix, AZ",Periodontist,DSO,DMD,Part-time,Large,Urban,No,3,119028.97
Larry Pineda,charles01@example.com,"Chicago, IL",Periodontist,Private Practice,DMD,Contract,Medium,Rural,Yes,3,98842.57
Brian Lewis,jennifergonzales@example.net,"Phoenix, AZ",Orthodontist,DSO,DDS,Part-time,Large,Urban,Yes,4,87360.83
Nicole Reynolds,fieldsandrew@example.net,"Houston, TX",Orthodontist,Private Practice,DMD,Full-time,Small,Urban,No,1,105976.65
David Sanchez,cassandra43@example.com,"Los Angeles, CA",Pedodontist,Private Practice,DDS,Part-time,Medium,Urban,Yes,3,137906.97
